consent1,consentsurvey1,participant,ideology,ideologynumber,pid3,party3,pid3_4_text,repstrong,demstrong,lean,party5,party7,partydiffs,partiesdiff,engagefactors_1,family,engagefactors_2,friends,engagefactors_3,school,engagefactors_4,newsmedia,engagefactors_5,religion,engagefactors_6,other,engagefactors_6_text,issueimpact_1,issueimpact_2,issueimpact_3,issueimpact_4,issueimpact_5,issueimpact_6,issueimpact_7,participationacts_1,participationacts_2,participationacts_3,participationacts_4,participationacts_5,participationacts_6,participationacts_7,participationacts_8,participationacts_9,participationacts_10,participationacts_11,participationacts_11_text,polquals_1,polquals_2,polquals_3,polquals_4,polquals_5,polquals_6,polquals_7,polquals_8,polquals_8_text,trumpthreat,issueprogress_1,issueprogress_2,issueprogress_3,issueprogress_4,issueprogress_5,issueprogress_6,issueprogress_7,issueprogress_8,issueprogress_9,willvote,hillaryinspire,womeninspire,womeninpolitics_1,womeninpolitics_2,womeninpolitics_3,womeninpolitics_4,womeninpolitics_5,womeninpolitics_6,womeninpolitics_7,womeninpolitics_8,gender,gender_3_text,race,race_6_text,consent,runoffice,seerunning,joblocal,jobregional,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_9,q24_10,politicshome_1,politicshome_2,politicshome_3,politicshome_4,politicshome_5,politicshome_6,politicshome_7,politicshome_8,encourageenviron_1,encourageenviron_2,encourageenviron_3,encourageenviron_4,encourageenviron_5,encourageenviron_6,encourageenviron_7,encourageenviron_8,encourageenviron_9,encourageenviron_10,encourageenviron_11,encouraged_1,encouraged_2,encouraged_3,encouraged_4,encouraged_5,encouraged_6,encouraged_7,encouraged_8,encouragedoffice_1,encouragedoffice_2,encouragedoffice_3,encouragedoffice_4,encouragedoffice_5,encouragedoffice_6,encouragedoffice_7,encouragedoffice_8,q26,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q27_1,q27_2,q27_3,q27_4,q27_5,q28,q29,_merge
"I consent, begin the study","I consent, begin the study",113198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",113209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",113212,"Moderate, Middle of the Road","Moderate, Middle of the Road",Other (please specify),Independent or Other,,,,Equally close to the Republican Party and the Democratic Party,Independent or Other,Independent,I don't know,I don't know,,,,,,,,,Not Sure,,,,,,,,,Strong Impact,,,,,,,,,,,Expressed interest in the Presidential Election through discussions with friends and family,,What other ways did or will you participate? (please specify),,,,,,,,Extremely Important,,,1 - Not at all threatened,,,,Strong Progress,,,,,,I am not sure or haven't made up my mind about voting.,2,2,,Strongly disagree,,,,,,,Male,,Asian/Pacific Islander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",113668,"Moderate, Middle of the Road","Moderate, Middle of the Road",Democrat,Democrat,,,Not very strong,,Weak Democrat,Weak Democrat,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1151,Slightly Liberal,Slightly Liberal,Democrat,Democrat,,,Strong,,Strong Democrat,Strong Democrat,I don't know,I don't know,Very Influential,Very Influential,Somewhat Influential,Somewhat Influential,Very Influential,Very Influential,Very Influential,Very Influential,Somewhat Influential,Somewhat Influential,Not Sure,,,Strong Impact,Strong Impact,Some Impact,Strong Impact,Strong Impact,Some Impact,Some Impact,,Listened to a campaign radio program,,Read about campaign in the newspaper or magazine,Discussed politics with friends or family members,,,Enjoyed talking about or learning about politics in school,,Watched a Primary Election Presidential Debate,,,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Somewhat Important,,,3,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Strong Progress,Strong Progress,Strong Progress,I would definitely vote.,3,1 - Not at all inspirational,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Male,,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1177,Slightly Conservative,Slightly Conservative,Republican,Republican,,Not very strong,,,Weak Republican,Weak Republican,Yes,Yes,Not Influential,Not Influential,Not Influential,Not Influential,Not Influential,Not Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,,,,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,,,,Read about campaign in the newspaper or magazine,,Developed a general interest in public affairs,,Enjoyed talking about or learning about politics in school,,,,,Somewhat Important,Not Very Important,Extremely Important,Somewhat Important,Extremely Important,Not Very Important,Extremely Important,,,1 - Not at all threatened,No Progress,Some Progress,Some Progress,Some Progress,Some Progress,No Progress,Some Progress,Some Progress,Some Progress,I would definitely vote.,2,2,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Male,,African American,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Business owner,Business Executive,,,,,,,Business Owner,Scientist,,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,No,Slightly important,Not important at all,Important,Very important,Slightly important,Important,Slightly important,Not important at all,Not important at all,Slightly important,I am friendly.,,,I am cooperative.,I am competitive.,I am ambitious.,,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I agree with this statement.,I neither agree or disagree with this statement.,matched (3)
"I consent, begin the study","I consent, begin the study",1180,Conservative,Conservative,Republican,Republican,,Not very strong,,,Weak Republican,Weak Republican,Yes,Yes,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,,,,No Impact,Strong Impact,Some Impact,Some Impact,Strong Impact,No Impact,Some Impact,,,,Read about campaign in the newspaper or magazine,Discussed politics with friends or family members,,,Enjoyed talking about or learning about politics in school,,,,,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Somewhat Important,Extremely Important,Somewhat Important,,,3,No Progress,Some Progress,No Progress,Some Progress,Some Progress,Some Progress,Some Progress,No Progress,Some Progress,I would definitely vote.,2,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Female,,White/Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",119648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",121098F145,Liberal,Liberal,Republican,Republican,,Strong,,,Strong Republican,Strong Republican,Yes,Yes,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,,,,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Strong Impact,,,,,,,,Enjoyed talking about or learning about politics in school,,,,,Not Very Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,,,4,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Some Progress,,Some Progress,Some Progress,Strong Progress,I am not sure or haven't made up my mind about voting.,5 - Very inspirational,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,,Hispanic/Latino,,"I consent, begin the study",Never thought about it.,"No, I'd never run.",Teacher,Principal,,,,Teacher,Nurse,,Business Owner,,,,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,Teacher,,,,Parent,,,,Teacher,,,,No,Important,Important,Very important,Very important,Very important,Very important,Very important,Slightly important,Not important at all,Important,I am friendly.,I am smart.,,I am cooperative.,,,I am assertive.,I am generally pretty good at most things I do.,,I often have new ideas about things I want to do in life.,,I am good at speaking in front of people.,I neither agree or disagree with this statement.,I agree with this statement.,matched (3)
"I consent, begin the study","I consent, begin the study",121098F1465,Liberal,Liberal,,,,,,,,,No,No,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,,Strong Impact,Some Impact,Some Impact,Strong Impact,Some Impact,Some Impact,Strong Impact,,,Volunteered or would like to volunteer for a campaign,,,,,,,,,,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Somewhat Important,Somewhat Important,Somewhat Important,,1 - Not at all threatened,Strong Progress,Strong Progress,Strong Progress,Some Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,I would definitely vote.,2,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Female,,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",121476,"Moderate, Middle of the Road","Moderate, Middle of the Road",Independent,Independent or Other,,,,The Democratic Party,Independent or Other,Lean Democratic,Yes,Yes,Very Influential,Very Influential,Very Influential,Very Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,Not Influential,Not Influential,,Strong Impact,Strong Impact,Some Impact,Some Impact,Strong Impact,Some Impact,Strong Impact,,,,,Discussed politics with friends or family members,,,,Expressed interest in the Presidential Election through discussions with friends and family,,,,Extremely Important,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Not Sure/No Opinion,,3,Strong Progress,Strong Progress,Some Progress,Strong Progress,Strong Progress,Strong Progress,Some Progress,Strong Progress,Some Progress,I am not sure or haven't made up my mind about voting.,3,3,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Male,,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",12345,Slightly Conservative,Slightly Conservative,Republican,Republican,,Strong,,,Strong Republican,Strong Republican,Yes,Yes,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,Not Influential,Not Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,,,,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Strong Impact,Strong Impact,,,,Read about campaign in the newspaper or magazine,Discussed politics with friends or family members,Developed a general interest in public affairs,,,,,,,Somewhat Important,Not Very Important,Extremely Important,Extremely Important,Extremely Important,Somewhat Important,Somewhat Important,,,1 - Not at all threatened,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,I would definitely vote.,1 - Not at all inspirational,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Other (please specify),Attack Helicopter,Multiple Ethnicity/Other (please specify),Attack Helicopter,"I consent, begin the study",It has crossed my mind.,Maybe.,Business owner,Business Executive,President,,Mayor of City or Town,,Nurse,,Business Owner,,Doctor,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Parent,,Aunt/Uncle,,Teacher,Coach,,Friend,Parent,Grandparent,,Sibling,Teacher,Coach,,Friend,Maybe,Important,Very important,Important,Important,Important,Very important,Slightly important,Not important at all,Not important at all,Not important at all,I am friendly.,I am smart.,I am confident.,I am cooperative.,I am competitive.,I am ambitious.,I am assertive.,,I am usually willing to try new things.,I often have new ideas about things I want to do in life.,I am a good writer.,,I neither agree or disagree with this statement.,I disagree with this statement.,matched (3)
"I consent, begin the study","I consent, begin the study",12346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",123695,Conservative,Conservative,Republican,Republican,,Strong,,,Strong Republican,Strong Republican,Yes,Yes,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Very Influential,Not Sure,,,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Strong Impact,Expressed my opinion about the campaign through social media,,,,,,,,Expressed interest in the Presidential Election through discussions with friends and family,Watched a Primary Election Presidential Debate,,,Not Very Important,Not Very Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Not Sure/No Opinion,,1 - Not at all threatened,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Strong Progress,I would definitely vote.,1 - Not at all inspirational,2,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,,White/Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1268,Slightly Liberal,Slightly Liberal,Democrat,Democrat,,,Not very strong,,Weak Democrat,Weak Democrat,I don't know,I don't know,Not Influential,Not Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,Not Influential,Not Influential,,,,Some Impact,No Impact,Some Impact,Some Impact,Not Sure,No Impact,Not Sure,,,,Read about campaign in the newspaper or magazine,,Developed a general interest in public affairs,,,Expressed interest in the Presidential Election through discussions with friends and family,,,,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,,,2,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Some Progress,Not Sure,No Progress,Not Sure,I would definitely vote.,2,3,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Female,,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1321,Slightly Liberal,Slightly Liberal,Independent,Independent or Other,,,,The Democratic Party,Independent or Other,Lean Democratic,Yes,Yes,Very Influential,Very Influential,Not Influential,Not Influential,Somewhat Influential,Somewhat Influential,Very Influential,Very Influential,Somewhat Influential,Somewhat Influential,,,,Strong Impact,Some Impact,Strong Impact,Strong Impact,Strong Impact,No Impact,Strong Impact,,Listened to a campaign radio program,,,,,,,,,,,Somewhat Important,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,,,4,Strong Progress,Strong Progress,Strong Progress,Some Progress,Strong Progress,Strong Progress,Some Progress,Strong Progress,Strong Progress,I would definitely vote.,2,3,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Female,,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1333,"Moderate, Middle of the Road","Moderate, Middle of the Road",Independent,Independent or Other,,,,Equally close to the Republican Party and the Democratic Party,Independent or Other,Independent,Yes,Yes,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Very Influential,Very Influential,Very Influential,Very Influential,Not Influential,Not Influential,,,,Strong Impact,Some Impact,Strong Impact,Strong Impact,Some Impact,Some Impact,Strong Impact,,,,,Discussed politics with friends or family members,,,,,Watched a Primary Election Presidential Debate,,,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,,,3,Some Progress,Strong Progress,Strong Progress,Strong Progress,No Progress,Some Progress,Strong Progress,No Progress,Strong Progress,I am not sure or haven't made up my mind about voting.,3,3,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Male,,Asian/Pacific Islander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
"I consent, begin the study","I consent, begin the study",1336,"Moderate, Middle of the Road","Moderate, Middle of the Road",Democrat,Democrat,,,Not very strong,,Weak Democrat,Weak Democrat,Yes,Yes,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Somewhat Influential,Not Influential,Not Influential,,,,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Strong Impact,,,,,Discussed politics with friends or family members,,,Enjoyed talking about or learning about politics in school,Expressed interest in the Presidential Election through discussions with friends and family,Watched a Primary Election Presidential Debate,,,Somewhat Important,Somewhat Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Not Sure/No Opinion,,2,Strong Progress,Strong Progress,Strong Progress,Strong Progress,Some Progress,Strong Progress,Strong Progress,Strong Progress,Some Progress,I would definitely vote.,2,3,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
